x,y
-3.6357,-5.3853
-2.6938,-5.5004
-6.5121,-6.0427
-8.8435,-7.069
-7.4854,-6.5807
-1.7871,-5.0502
-2.4301,-4.3191
-5.6505,-5.9637
-0.9737,-3.9551
-7.467,-6.0431
0.5166,-6.1805
-4.8114,-5.5748
-3.4271,-4.2006
-7.6831,-5.6179
-5.7207,-4.8813
-7.7377,-4.8436
-11.9728,-5.2554
-2.46,-5.2111
-3.3561,-4.9243
-4.9766,-5.0376
-6.7669,-4.3217
-3.8701,-6.3413
-5.6704,-4.8725
-7.043,-5.2719
-5.7718,-4.9951
-4.8204,-6.5722
-0.5839,-4.9058
-7.1363,-5.679
-2.8207,-5.589
-9.5698,-4.2059
-2.6498,-3.7766
-5.2327,-5.9567
-2.5956,-5.5602
-4.0349,-4.6412
-5.2956,-4.1616
-5.3058,-5.9896
-8.8583,-3.4252
-9.4648,-5.7477
0.1119,-4.4613
-2.6655,-2.2453
-2.0136,-5.3748
-7.603,-5.7587
-9.6264,-3.3436
-11.2075,-5.3348
-7.3573,-4.9329
-7.7479,-6.3846
0.6454,-5.0725
-5.2738,-4.6136
-7.7482,-5.2852
0.8407,-6.1761
-7.3304,-3.6824
-7.978,-5.9121
-2.7713,-6.342
-6.0421,-6.3023
-0.6285,-2.236
-6.5007,-2.9417
-5.2479,-4.6935
-4.0316,-5.9536
-6.6979,-5.0228
-11.2715,-4.5498
-5.2088,-5.169
-6.5556,-6.3659
-1.4906,-3.7225
-6.756,-4.4602
-4.5286,-4.2318
-8.3078,-4.5969
-4.56,-3.8149
-7.0451,-4.9978
-6.3035,-5.8607
-10.901,-5.361
-2.5326,-4.8415
-4.139,-5.3664
-8.3349,-3.9018
-1.1822,-4.3146
-5.1534,-6.1895
-3.2286,-4.8989
-4.2381,-5.7951
-7.6415,-6.1516
-5.523,-5.5605
-1.1955,-5.6288
-4.2651,-3.7564
-4.5196,-4.5684
-8.1446,-3.052
-7.0098,-5.5588
-7.433,-4.5042
-3.4888,-3.5745
-6.6683,-4.4661
-7.093,-4.3073
-1.5609,-6.694
-4.6156,-4.6292
-2.6833,-4.2687
-7.2604,-4.3203
-5.6343,-5.1323
-4.739,-5.8998
-8.046,-6.0846
2.1268,-2.9534
-8.2047,-4.5336
-1.964,-5.5879
1.7975,-4.9091
-12.0555,-3.7302
-7.5782,-4.6727
-9.3393,-3.6278
-3.6402,-6.2475
-9.8029,-5.3003
-5.9942,-4.9235
-6.7838,-3.8797
-4.6622,-4.8453
-1.7227,-5.8097
-0.467,-6.1031
-2.7635,-4.3291
-3.67,-4.7178
-3.4972,-6.4664
-5.1795,-6.5427
0.0282,-5.4929
-0.268,-5.2085
-4.2104,-3.2918
-5.8709,-4.9027
-7.8029,-4.942
-3.2023,-5.0116
-2.9927,-4.0099
-8.913,-4.3511
-6.3575,-4.2478
2.5628,-5.4143
-4.9105,-6.1627
-6.3483,-6.1418
-7.033,-5.5292
-9.2756,-3.8202
-12.3661,-5.978
-5.3153,-4.3672
-7.7763,-3.9774
-2.2316,-3.1571
-7.8359,-5.9528
0.6475,-5.0615
-4.1602,-5.8011
-6.6306,-5.4076
-2.957,-5.2933
-4.2666,-4.3717
-6.6104,-5.5235
-10.907,-6.2259
-3.0318,-4.9502
-4.7713,-5.663
0.2004,-2.9893
-6.9359,-5.2541
-8.1359,-7.1813
-7.5391,-5.9946
-4.4332,-4.1784
-1.1856,-4.986
-5.4751,-3.3641
-2.6841,-3.9952
-7.9769,-3.8372
-8.4369,-4.5642
-4.3385,-7.6115
-7.2162,-6.9176
-10.1429,-3.4777
-9.9921,-2.2652
-2.7154,-3.7944
-1.8888,-6.0827
-7.6437,-6.161
-8.4782,-4.9619
0.061,-4.599
1.8184,-6.3724
-7.6074,-5.5663
-7.475,-5.4747
-4.9006,-4.3313
-6.3939,-6.4588
-1.3223,-5.9494
-5.5385,-3.1128
-2.6445,-6.1708
-7.2888,-3.2865
-2.9234,-4.6087
-10.364,-3.8318
-1.5493,-5.784
-4.9018,-5.0121
-4.7256,-6.0415
-3.3854,-4.1054
-8.6077,-5.3102
-4.1644,-4.8528
-5.4293,-7.099
-3.2208,-3.29
-3.3618,-3.49
-5.345,-3.4752
-6.9011,-6.5155
-5.0782,-3.8374
-0.4644,-4.464
-10.4845,-5.459
-7.1742,-4.8711
-7.5,-4.4075
-1.4047,-5.1446
-1.7212,-4.7904
-11.7879,-6.9914
-2.3587,-7.2427
-4.3907,-6.7194
-1.7307,-5.0775
-6.3769,-3.7526
-9.9581,-2.9191
-1.9748,-5.4482
-4.3906,-4.5519
-9.9084,-5.8082
-1.4406,-5.8353
-10.5844,-6.9272
-6.0273,-4.4152
-6.703,-4.7403
-5.7738,-5.1178
-10.6235,-5.8244
-7.7087,-5.4762
-2.4702,-6.4531
-4.0701,-5.318
-7.9418,-3.5744
-6.6164,-5.9431
1.8054,-4.5029
-3.629,-3.9391
-7.2739,-5.0568
-1.8632,-5.1971
-13.5401,-6.0197
-5.4598,-4.762
-3.8052,-5.5006
-4.031,-3.7667
-10.0688,-4.052
0.9235,-5.9347
-2.2325,-6.1684
-8.0854,-4.2639
-7.269,-3.1424
-4.4609,-4.8253
2.0043,-3.4319
-0.3259,-4.8913
-7.5657,-4.3577
-3.9657,-5.6746
-0.2689,-4.743
-5.9537,-7.0407
-6.1421,-5.8444
-6.8058,-4.1734
-3.1413,-4.015
-9.0238,-5.4182
-3.7866,-4.7762
-9.1964,-4.3362
-3.7042,-6.6318
-8.7646,-6.079
-6.5293,-4.1892
-8.9708,-5.0144
-6.9695,-4.4389
0.1246,-2.3876
-2.343,-5.9164
-7.1353,-7.0646
-3.7607,-2.5236
-2.1217,-6.8087
-10.7645,-4.188
-7.6938,-5.373
-5.8055,-5.787
-8.367,-6.5049
-2.577,-5.7351
-6.5247,-5.8851
-1.5224,-4.6659
-1.9051,-6.5707
-2.9469,-4.7909
-5.4019,-5.0058
-7.0112,-6.3699
-4.6041,-5.7413
6.0226,5.617
5.0829,-0.2743
4.1619,8.1811
6.0179,6.163
5.9689,8.4293
4.1951,6.6909
3.7082,7.4065
5.013,5.9206
5.0174,11.0156
4.4573,5.3851
3.3641,7.9753
6.1032,1.8074
6.404,6.7539
5.9676,3.0736
3.3237,8.228
4.4741,3.5576
6.6782,5.3623
3.6112,9.9532
4.0694,6.7352
3.6904,6.2782
6.4446,0.023
4.9698,10.0537
5.1651,8.3178
4.6096,3.9026
5.1554,1.5652
6.0318,8.2148
4.7911,0.2751
5.3402,3.9858
4.5304,6.774
5.3124,6.5845
5.15,-0.1397
4.0652,6.1973
4.7444,6.5227
6.7788,0.5664
6.2792,5.8477
5.2983,5.004
4.3642,10.5894
6.117,10.7735
4.8921,5.5235
5.0021,3.4817
6.1712,5.0931
3.7253,1.7915
5.3042,8.6256
6.1117,2.867
5.4271,5.9795
5.4802,5.4775
5.055,9.3788
5.3135,1.9982
6.2403,0.8454
5.0572,3.6474
4.7697,7.6649
4.471,7.7518
4.3114,2.4703
6.1668,8.0393
5.2169,4.7281
4.6082,6.3815
5.2618,4.3134
5.8818,7.3473
6.5727,3.3277
2.9869,7.5669
4.8047,6.5491
4.5385,4.1914
4.5553,6.8447
6.4679,4.709
6.1342,7.8567
6.7331,4.2426
6.3652,3.2629
5.8893,0.4455
4.5201,8.7879
4.8882,7.9308
5.1567,4.5023
4.4201,3.1759
2.9244,1.6838
3.8407,6.5298
3.3774,5.1956
4.4867,9.4454
3.8104,4.3917
4.343,4.4193
4.706,2.8671
4.5832,4.4685
7.2242,3.6538
4.679,8.6702
5.2386,4.2593
6.0652,9.8948
6.906,-1.3271
5.7504,10.5878
5.0985,6.1635
4.1411,6.5738
4.6119,4.7899
6.7191,12.2726
5.0159,7.5483
3.345,3.8657
3.8964,-5.5261
6.4103,9.1973
4.7898,5.1565
6.5685,6.347
4.8053,4.6647
6.0039,8.1718
5.9721,-0.7835
5.4728,0.2311
5.0642,3.0688
3.8163,0.6353
4.8396,5.6362
5.6654,3.064
5.1733,5.1557
5.0795,5.8276
6.4216,7.9465
5.517,5.2982
6.0172,3.053
4.6405,4.8893
5.1801,4.7414
4.7126,9.4993
6.4114,11.5212
5.3766,3.1124
4.2507,10.6663
6.0581,0.739
3.8853,-1.4906
5.3133,5.2032
6.3968,5.731
6.1968,0.9106
5.1023,4.7227
4.0151,9.2593
5.6302,8.9309
5.7112,4.7592
4.848,7.1137
4.6497,6.5368
5.3385,3.0759
4.4336,2.827
5.2247,9.0418
5.0572,12.7318
2.2645,2.2338
4.7778,2.0347
5.4872,6.2993
4.6682,6.6222
5.9911,7.236
4.5536,10.2194
5.2248,7.1044
5.6834,8.2223
4.925,11.1218
5.4434,6.5136
3.2754,9.4676
5.6839,5.637
5.9006,1.7368
5.2863,-0.2991
3.468,8.8725
4.5666,6.3716
5.2291,6.8939
4.1314,8.0725
4.5797,1.2089
5.0531,9.8414
4.8967,5.4725
5.4333,2.762
5.6987,1.9457
5.0995,6.2775
5.5216,4.9117
4.8927,2.4935
5.8744,5.7579
4.4747,2.9531
3.4224,6.0585
5.9357,4.2092
1.8149,5.7895
5.2914,5.5306
4.8609,10.1893
5.4181,3.2056
5.619,10.773
4.3607,9.0041
3.6487,7.0464
4.597,2.1553
4.2801,4.4456
4.2904,3.1464
4.6908,5.9341
4.2052,6.2762
4.109,-0.0789
7.2599,7.4968
3.9933,11.701
4.845,4.7903
5.473,7.4711
5.7504,2.3742
5.3169,5.6353
5.5932,12.6766
6.3242,2.0206
5.624,6.6807
5.748,3.5347
4.3873,8.7676
4.107,7.7224
5.2865,2.3938
5.058,4.7563
5.2277,4.0593
4.3942,6.8574
5.2308,8.0925
6.0591,1.8042
3.1614,4.2369
5.5605,-0.3603
5.3515,5.418
5.041,3.4325
7.6371,8.0012
5.5289,3.2171
5.5752,12.086
5.4018,1.7678
5.0873,2.7075
3.9173,10.2651
7.1573,6.8282
5.6638,5.1272
6.6778,1.6812
4.0451,4.3661
6.2215,7.05
3.8497,8.9018
5.8888,8.4109
3.4877,1.968
6.5833,3.2699
4.6763,2.2571
5.8022,2.1642
5.6305,8.4399
4.8175,4.9283
2.519,3.3406
5.3224,3.6568
3.144,2.8565
6.0845,3.5311
5.5765,5.2562
4.3968,10.2218
3.1448,7.0718
5.9033,5.1092
4.0423,5.7691
5.8357,4.7706
4.1922,11.6591
3.9831,1.4026
6.5195,-1.85
4.7225,-0.1332
5.768,5.2554
5.3961,-0.6657
4.8741,6.0764
6.9552,1.3337
5.1684,-1.1515
5.349,9.2445
5.6229,3.0026
4.2583,6.7165
6.8911,1.141
5.537,0.175
3.8012,2.2994
5.5662,4.2071
6.0389,2.0829
6.8301,5.5796
5.0035,5.5004
