x,y,C
10.270278524542878,1.40539153794668,0
-11.545548212997316,0.7389737904180009,0
-11.95063252432542,-2.4291667486806245,0
0.6295306384980601,-1.3512924045694188,0
-1.3834235838451239,-0.39998920518344766,0
-4.1477788220919924,-0.7754336946469955,0
-11.836379915441118,-0.6687793782975822,0
3.523097675862565,2.1905403626604376,0
4.154808021518146,0.45624925610321254,0
14.129279760517262,0.33206043108399563,0
16.677286729386815,-0.03493963201075584,0
1.2564717750195387,-0.2300048931933586,0
3.22022709619094,1.0001376125916808,0
6.123842923611349,-1.975334409929638,0
-12.826680112135527,0.30802413122525135,0
10.329822980686432,1.2468123992613827,0
-7.8024063553061,-2.157450814041883,0
0.3276722296375429,-0.4781360949225564,0
-12.394436296139261,0.013190781338574709,0
6.635331091715392,0.5206471382734742,0
8.578779738481298,0.44915787942729507,0
-19.177422527699065,-0.5867941128041749,0
-7.812219236166184,0.7598459328671413,0
-7.012000465101248,-0.3387065803228813,0
-7.41760714795662,0.4733786120260402,0
-3.1621350661420173,-1.212984608561483,0
17.810480407579483,1.102025793862665,0
-17.914682564812942,-2.143509382373147,0
17.5203960640046,0.9710586544500346,0
9.21187241170351,0.8169645700142124,0
-8.10228928566814,-0.8604459089336975,0
-8.08353126311905,-0.7284159885295131,0
7.245565563586518,0.35086969235281384,0
-8.665859424588692,2.3647799125890216,0
16.122061000190723,0.600912455786043,0
1.134811277392467,-1.1407854796024102,0
-5.845818456035299,-1.0837041888945054,0
0.8173751471892408,0.21390945804063144,0
-20.899956991616232,-1.0306908886306927,0
1.9604572656522798,1.6087493411812663,0
-8.99377474681761,-0.5025811940501942,0
5.977095744590367,-1.347932790275542,0
-1.3270287830187502,0.8517198936959467,0
10.684433367088227,-0.12801703269323508,0
-6.832923115284161,0.296301333388722,0
8.061443156464573,0.16112774616762243,0
12.379052663731414,-0.03363699995874751,0
12.343076059604051,-0.4293019548416356,0
15.606367217038636,-1.0444337664618466,0
-3.9176022036544893,1.0738148552109523,0
-8.509658222701548,0.23992091827860296,0
-0.9179159984439398,0.46940853194802307,0
14.14120683863138,-0.9147516354542952,0
-6.767555930912533,-0.1088327835335819,0
-0.2684332325627812,0.7708089625807567,0
8.512285317110841,-1.6802163651861657,0
0.777370323761885,0.1733239310457595,0
22.881834737413573,2.28506704812157,0
2.161408734894693,-0.012481925058414802,0
11.65322365353199,0.7444220379840409,0
